altitud,dir,fecha,horaHrMax,horaHrMin,horaracha,horatmax,horatmin,hrMax,hrMedia,hrMin,indicativo,nombre,prec,provincia,racha,tmax,tmed,tmin,velmedia
32.0,8.0,2024-10-25,Varias,22:20,00:50,12:13,23:48,94.0,83.0,51.0,6001.0,TARIFA,0.0,CADIZ,13.6,22.4,19.0,15.5,4.4
32.0,24.0,2024-10-26,18:10,12:10,18:10,14:22,07:17,96.0,76.0,53.0,6001.0,TARIFA,10.0,CADIZ,15.0,18.9,15.0,11.1,6.1
32.0,28.0,2024-10-27,Varias,14:50,13:30,14:23,21:35,95.0,73.0,48.0,6001.0,TARIFA,0.0,CADIZ,10.6,18.6,15.2,11.7,3.3
32.0,8.0,2024-10-28,Varias,00:00,11:50,11:54,23:05,98.0,91.0,65.0,6001.0,TARIFA,62.4,CADIZ,16.9,16.5,14.8,13.2,5.8
32.0,19.0,2024-10-29,Varias,14:50,05:10,14:14,07:30,98.0,80.0,62.0,6001.0,TARIFA,33.0,CADIZ,9.4,18.3,15.7,13.1,3.3
32.0,18.0,2024-10-30,Varias,20:20,09:50,21:09,02:43,98.0,91.0,80.0,6001.0,TARIFA,17.6,CADIZ,12.5,19.2,16.4,13.5,2.8
32.0,8.0,2024-10-31,Varias,22:40,17:10,15:07,00:52,98.0,94.0,86.0,6001.0,TARIFA,14.2,CADIZ,8.9,19.9,18.2,16.6,2.8
32.0,10.0,2024-11-01,06:10,14:00,10:30,13:15,06:21,96.0,84.0,76.0,6001.0,TARIFA,0.4,CADIZ,12.2,20.4,18.8,17.2,6.4
32.0,8.0,2024-11-02,Varias,13:40,22:50,13:07,10:19,98.0,,86.0,6001.0,TARIFA,0.0,CADIZ,18.6,20.2,18.8,17.3,8.1
32.0,8.0,2024-11-03,00:50,15:10,04:00,13:07,00:42,96.0,89.0,83.0,6001.0,TARIFA,0.0,CADIZ,18.6,20.5,19.4,18.2,9.7
32.0,9.0,2024-11-04,23:40,12:50,00:30,Varias,23:50,94.0,88.0,80.0,6001.0,TARIFA,0.0,CADIZ,13.6,20.7,19.0,17.4,7.2
32.0,10.0,2024-11-05,00:00,Varias,10:50,12:03,21:42,93.0,86.0,80.0,6001.0,TARIFA,0.0,CADIZ,12.2,19.8,18.4,16.9,6.7
